checking_account_status,duration,credit_history,purpose,amount,savings_account_status,employment_years,installment_rate,personal_status,other_debtors,present_residence,property,age,other_installment_plans,housing,number_of_credits,job,people_liable,telephone,foreign_worker,full_repaid
no_account,24,delay_in_paying,business,2375,between_500_1000,between_1_4,4,M_single,None,2,other,44,None,own,2,official,2,1,1,1
below_0,18,existing_credit_paid,car_new,1216,below_100,below_1,4,F_not_single,None,3,other,23,None,rent,1,official,1,1,1,0
below_0,45,no_credit_taken,business,11816,below_100,above_7,2,M_single,None,4,other,29,None,rent,2,official,1,0,1,0
0_to_200,24,existing_credit_paid,radio_TV,5084,unknown,above_7,2,F_not_single,None,4,other,42,None,own,1,official,1,1,1,1
above_200,15,existing_credit_paid,radio_TV,2327,below_100,below_1,2,F_not_single,None,3,real_estate ,25,None,own,1,unskilled,1,0,1,0
below_0,12,no_credit_taken,car_new,1082,below_100,between_1_4,4,M_single,None,4,other,48,bank,own,2,official,1,0,1,0
no_account,12,existing_credit_paid,radio_TV,886,unknown,between_1_4,4,F_not_single,None,2,other,21,None,own,1,official,1,0,1,1
no_account,4,existing_credit_paid,furniture_equipment,601,below_100,below_1,1,F_not_single,None,3,real_estate ,23,None,rent,1,unskilled,2,0,1,1
below_0,24,critical_account,car_used,2957,below_100,above_7,4,M_single,None,4,life_insurance  ,63,None,own,2,official,1,1,1,1
no_account,24,critical_account,radio_TV,2611,below_100,above_7,4,M_divorced,co_applicant ,3,real_estate ,46,None,own,2,official,1,0,1,1
below_0,36,existing_credit_paid,furniture_equipment,5179,below_100,between_4_7,4,M_single,None,2,life_insurance  ,29,None,own,1,official,1,0,1,0
no_account,21,delay_in_paying,car_used,2993,below_100,between_1_4,3,M_single,None,2,real_estate ,28,stores,own,2,unskilled,1,0,1,1
no_account,18,existing_credit_paid,repairs,1943,below_100,below_1,4,F_not_single,None,4,real_estate ,23,None,own,1,official,1,0,1,0
no_account,24,all_credit_paid,business,1559,below_100,between_4_7,4,M_single,None,4,other,50,bank,own,1,official,1,1,1,1
no_account,18,existing_credit_paid,furniture_equipment,3422,below_100,above_7,4,M_single,None,4,life_insurance  ,47,bank,own,3,official,2,1,1,1
0_to_200,21,existing_credit_paid,furniture_equipment,3976,unknown,between_4_7,2,M_single,None,3,other,35,None,own,1,official,1,1,1,1
no_account,18,existing_credit_paid,car_new,6761,unknown,between_1_4,2,M_single,None,4,other,68,None,rent,2,official,1,0,1,0
no_account,24,existing_credit_paid,car_new,1249,below_100,below_1,4,M_divorced,None,2,real_estate ,28,None,own,1,official,1,0,1,1
below_0,9,existing_credit_paid,radio_TV,1364,below_100,between_4_7,3,M_single,None,4,real_estate ,59,None,own,1,official,1,0,1,1
below_0,12,existing_credit_paid,radio_TV,709,below_100,above_7,4,M_single,None,4,real_estate ,57,stores,own,1,unskilled,1,0,1,0
below_0,20,critical_account,car_new,2235,below_100,between_1_4,4,M_divorced,guarantor,2,life_insurance  ,33,bank,rent,2,official,1,0,0,0
no_account,24,critical_account,car_used,4042,unknown,between_4_7,3,M_single,None,4,life_insurance  ,43,None,own,2,official,1,1,1,1
no_account,15,critical_account,radio_TV,1471,below_100,between_1_4,4,M_single,None,4,no_property,35,None,free,2,official,1,1,1,1
below_0,18,all_credit_paid,car_new,1442,below_100,between_4_7,4,M_single,None,4,no_property,32,None,free,2,unskilled,2,0,1,0
no_account,36,delay_in_paying,car_new,10875,below_100,above_7,2,M_single,None,2,other,45,None,own,2,official,2,1,1,1
no_account,24,existing_credit_paid,car_new,1474,between_100_500,below_1,4,M_divorced,None,3,real_estate ,33,None,own,1,official,1,1,1,1
no_account,10,existing_credit_paid,retraining,894,unknown,between_4_7,4,F_not_single,None,3,life_insurance  ,40,None,own,1,official,1,1,1,1
no_account,15,critical_account,furniture_equipment,3343,below_100,between_1_4,4,M_single,None,2,no_property,28,None,free,1,official,1,1,1,1
below_0,15,existing_credit_paid,car_new,3959,below_100,between_1_4,3,F_not_single,None,2,life_insurance  ,29,None,own,1,official,1,1,1,0
no_account,9,existing_credit_paid,car_new,3577,between_100_500,between_1_4,1,M_single,guarantor,2,real_estate ,26,None,rent,1,official,2,0,0,1
no_account,24,critical_account,car_used,5804,above_1000,between_1_4,4,M_single,None,2,real_estate ,27,None,own,2,official,1,0,1,1
no_account,18,delay_in_paying,business,2169,below_100,between_1_4,4,M_divorced,None,2,other,28,None,own,1,official,1,1,1,0
below_0,24,existing_credit_paid,radio_TV,2439,below_100,below_1,4,F_not_single,None,4,real_estate ,35,None,own,1,official,1,1,1,0
no_account,27,critical_account,furniture_equipment,4526,above_1000,below_1,4,M_single,None,2,real_estate ,32,stores,own,2,unskilled,2,1,1,1
no_account,10,existing_credit_paid,furniture_equipment,2210,below_100,between_1_4,2,M_single,None,2,real_estate ,25,bank,rent,1,unskilled,1,0,1,0
no_account,15,existing_credit_paid,furniture_equipment,2221,between_500_1000,between_1_4,2,F_not_single,None,4,other,20,None,rent,1,official,1,0,1,1
below_0,18,existing_credit_paid,radio_TV,2389,below_100,below_1,4,F_not_single,None,1,other,27,stores,own,1,official,1,0,1,1
no_account,12,critical_account,furniture_equipment,3331,below_100,above_7,2,M_single,None,4,life_insurance  ,42,stores,own,1,official,1,0,1,1
no_account,36,existing_credit_paid,business,7409,unknown,above_7,3,M_single,None,2,life_insurance  ,37,None,own,2,official,1,0,1,1
below_0,12,existing_credit_paid,furniture_equipment,652,below_100,above_7,4,F_not_single,None,4,life_insurance  ,24,None,rent,1,official,1,0,1,1
no_account,36,delay_in_paying,furniture_equipment,7678,between_500_1000,between_4_7,2,F_not_single,None,4,other,40,None,own,2,official,1,1,1,1
above_200,6,critical_account,car_new,1343,below_100,above_7,1,M_single,None,4,real_estate ,46,None,own,2,official,2,0,0,1
below_0,24,critical_account,business,1382,between_100_500,between_4_7,4,M_single,None,1,real_estate ,26,None,own,2,official,1,1,1,1
no_account,15,existing_credit_paid,domestic_appliances,874,unknown,below_1,4,F_not_single,None,1,real_estate ,24,None,own,1,official,1,0,1,1
below_0,12,existing_credit_paid,furniture_equipment,3590,below_100,between_1_4,2,M_single,co_applicant ,2,life_insurance  ,29,None,own,1,unskilled,2,0,1,1
0_to_200,11,critical_account,car_new,1322,above_1000,between_1_4,4,F_not_single,None,4,other,40,None,own,2,official,1,0,1,1
below_0,18,all_credit_paid,radio_TV,1940,below_100,below_1,3,M_single,co_applicant ,4,no_property,36,bank,free,1,management,1,1,1,1
no_account,36,existing_credit_paid,radio_TV,3595,below_100,above_7,4,M_single,None,2,other,28,None,own,1,official,1,0,1,1
below_0,9,existing_credit_paid,car_new,1422,below_100,below_1,3,M_single,None,2,no_property,27,None,free,1,management,1,1,1,0
no_account,30,critical_account,radio_TV,6742,unknown,between_4_7,2,M_single,None,3,life_insurance  ,36,None,own,2,official,1,0,1,1
no_account,24,existing_credit_paid,car_used,7814,below_100,between_4_7,3,M_single,None,3,other,38,None,own,1,management,1,1,1,1
no_account,24,existing_credit_paid,car_used,9277,unknown,between_1_4,2,M_divorced,None,4,no_property,48,None,free,1,official,1,1,1,1
0_to_200,30,critical_account,car_new,2181,unknown,above_7,4,M_single,None,4,real_estate ,36,None,own,2,official,1,0,1,1
no_account,18,critical_account,radio_TV,1098,below_100,unemployed,4,F_not_single,None,4,other,65,None,own,2,unemployed,1,0,1,1
0_to_200,24,existing_credit_paid,furniture_equipment,4057,below_100,between_4_7,3,M_divorced,None,3,other,43,None,own,1,official,1,1,1,0
below_0,12,existing_credit_paid,education,795,below_100,below_1,4,F_not_single,None,4,life_insurance  ,53,None,own,1,official,1,0,1,0
0_to_200,24,critical_account,business,2825,unknown,between_4_7,4,M_single,None,3,no_property,34,None,own,2,official,2,1,1,1
0_to_200,48,existing_credit_paid,business,15672,below_100,between_1_4,2,M_single,None,2,other,23,None,own,1,official,1,1,1,0
no_account,36,critical_account,car_new,6614,below_100,above_7,4,M_single,None,4,other,34,None,own,2,management,1,1,1,1
no_account,28,all_credit_paid,car_used,7824,unknown,below_1,3,M_single,guarantor,4,real_estate ,40,bank,rent,2,official,2,1,1,1
below_0,27,critical_account,business,2442,below_100,above_7,4,M_single,None,4,other,43,stores,own,4,management,2,1,1,1
no_account,15,critical_account,radio_TV,1829,below_100,above_7,4,M_single,None,4,other,46,None,own,2,official,1,1,1,1
below_0,12,critical_account,car_new,2171,below_100,between_1_4,4,M_single,None,4,life_insurance  ,38,bank,own,2,unskilled,1,0,0,1
0_to_200,36,critical_account,car_used,5800,below_100,between_1_4,3,M_single,None,4,other,34,None,own,2,official,1,1,1,1
no_account,18,critical_account,radio_TV,1169,unknown,between_1_4,4,M_single,None,3,life_insurance  ,29,None,own,2,official,1,1,1,1
no_account,36,delay_in_paying,car_used,8947,unknown,between_4_7,3,M_single,None,2,other,31,stores,own,1,management,2,1,1,1
below_0,21,existing_credit_paid,radio_TV,2606,below_100,below_1,4,F_not_single,None,4,life_insurance  ,28,None,rent,1,management,1,1,1,1
no_account,12,critical_account,furniture_equipment,1592,above_1000,between_4_7,3,F_not_single,None,2,life_insurance  ,35,None,own,1,official,1,0,0,1
no_account,15,existing_credit_paid,furniture_equipment,2186,unknown,between_4_7,1,F_not_single,None,4,real_estate ,33,bank,rent,1,unskilled,1,0,1,1
below_0,18,existing_credit_paid,furniture_equipment,4153,below_100,between_1_4,2,M_single,co_applicant ,3,other,42,None,own,1,official,1,0,1,0
below_0,16,critical_account,car_new,2625,below_100,above_7,2,M_single,guarantor,4,life_insurance  ,43,bank,rent,1,official,1,1,1,0
no_account,20,critical_account,car_new,3485,unknown,below_1,2,M_divorced,None,4,real_estate ,44,None,own,2,official,1,1,1,1
no_account,36,critical_account,car_used,10477,unknown,above_7,2,M_single,None,4,no_property,42,None,free,2,official,1,0,1,1
no_account,15,existing_credit_paid,radio_TV,1386,unknown,between_1_4,4,M_divorced,None,2,real_estate ,40,None,rent,1,official,1,1,1,1
no_account,24,existing_credit_paid,radio_TV,1278,below_100,above_7,4,M_single,None,1,real_estate ,36,None,own,1,management,1,1,1,1
below_0,12,existing_credit_paid,radio_TV,1107,below_100,between_1_4,2,M_single,None,2,real_estate ,20,None,rent,1,management,2,1,1,1
below_0,21,existing_credit_paid,car_new,3763,unknown,between_4_7,2,M_single,co_applicant ,2,real_estate ,24,None,own,1,unskilled,1,0,0,1
0_to_200,36,existing_credit_paid,education,3711,unknown,between_1_4,2,M_divorced,None,2,other,27,None,own,1,official,1,0,1,1
no_account,15,delay_in_paying,car_used,3594,below_100,below_1,1,F_not_single,None,2,life_insurance  ,46,None,own,2,unskilled,1,0,1,1
0_to_200,9,existing_credit_paid,car_new,3195,unknown,between_1_4,1,F_not_single,None,2,real_estate ,33,None,own,1,unskilled,1,0,1,1
no_account,36,delay_in_paying,radio_TV,4454,below_100,between_1_4,4,F_not_single,None,4,real_estate ,34,None,own,2,official,1,0,1,1
0_to_200,24,critical_account,furniture_equipment,4736,below_100,below_1,2,F_not_single,None,4,other,25,bank,own,1,unskilled,1,0,1,0
0_to_200,30,existing_credit_paid,radio_TV,2991,unknown,above_7,2,F_not_single,None,4,other,25,None,own,1,official,1,0,1,1
no_account,11,existing_credit_paid,business,2142,above_1000,above_7,1,M_divorced,None,2,real_estate ,28,None,own,1,official,1,1,1,1
below_0,24,all_credit_paid,business,3161,below_100,between_1_4,4,M_single,None,2,life_insurance  ,31,None,rent,1,official,1,1,1,0
0_to_200,48,no_credit_taken,others,18424,below_100,between_1_4,1,F_not_single,None,2,life_insurance  ,32,bank,own,1,management,1,1,0,0
no_account,10,existing_credit_paid,car_used,2848,between_100_500,between_1_4,1,M_single,co_applicant ,2,real_estate ,32,None,own,1,official,2,0,1,1
below_0,6,existing_credit_paid,car_new,14896,below_100,above_7,1,M_single,None,4,no_property,68,bank,own,1,management,1,1,1,0
below_0,24,existing_credit_paid,furniture_equipment,2359,between_100_500,unemployed,1,M_divorced,None,1,life_insurance  ,33,None,own,1,official,1,0,1,0
below_0,24,existing_credit_paid,furniture_equipment,3345,below_100,above_7,4,M_single,None,2,life_insurance  ,39,None,rent,1,management,1,1,1,0
no_account,18,critical_account,furniture_equipment,1817,below_100,between_1_4,4,F_not_single,None,2,no_property,28,None,own,2,official,1,0,1,1
no_account,48,delay_in_paying,radio_TV,12749,between_500_1000,between_4_7,4,M_single,None,1,other,37,None,own,1,management,1,1,1,1
below_0,9,existing_credit_paid,radio_TV,1366,below_100,below_1,3,F_not_single,None,4,life_insurance  ,22,None,rent,1,official,1,0,1,0
0_to_200,12,existing_credit_paid,car_new,2002,below_100,between_4_7,3,M_single,None,4,life_insurance  ,30,None,rent,1,official,2,1,1,1
below_0,24,all_credit_paid,furniture_equipment,6872,below_100,below_1,2,M_divorced,None,1,life_insurance  ,55,bank,own,1,official,1,1,1,0
below_0,12,all_credit_paid,car_new,697,below_100,below_1,4,M_single,None,2,other,46,bank,own,2,official,1,1,1,0
below_0,18,critical_account,furniture_equipment,1049,below_100,below_1,4,F_not_single,None,4,life_insurance  ,21,None,rent,1,official,1,0,1,1
below_0,48,existing_credit_paid,car_used,10297,below_100,between_4_7,4,M_single,None,4,no_property,39,stores,free,3,official,2,1,1,0
no_account,30,existing_credit_paid,radio_TV,1867,unknown,above_7,4,M_single,None,4,other,58,None,own,1,official,1,1,1,1
below_0,12,delay_in_paying,car_new,1344,below_100,between_1_4,4,M_single,None,2,real_estate ,43,None,own,2,unskilled,2,0,1,1
below_0,24,existing_credit_paid,furniture_equipment,1747,below_100,below_1,4,M_single,co_applicant ,1,life_insurance  ,24,None,own,1,unskilled,1,0,0,1
0_to_200,9,existing_credit_paid,radio_TV,1670,below_100,below_1,4,F_not_single,None,2,other,22,None,own,1,official,1,1,1,0
no_account,9,critical_account,car_new,1224,below_100,between_1_4,3,M_single,None,1,real_estate ,30,None,own,2,official,1,0,1,1
no_account,12,critical_account,radio_TV,522,between_500_1000,above_7,4,M_single,None,4,life_insurance  ,42,None,own,2,official,2,1,1,1
below_0,12,existing_credit_paid,radio_TV,1498,below_100,between_1_4,4,F_not_single,None,1,other,23,bank,own,1,official,1,0,1,1
0_to_200,30,delay_in_paying,radio_TV,1919,between_100_500,below_1,4,M_single,None,3,no_property,30,stores,own,2,management,1,0,1,0
above_200,9,existing_credit_paid,radio_TV,745,below_100,between_1_4,3,F_not_single,None,2,real_estate ,28,None,own,1,unskilled,1,0,1,0
0_to_200,6,existing_credit_paid,radio_TV,2063,below_100,below_1,4,M_divorced,None,3,other,30,None,rent,1,management,1,1,1,1
0_to_200,60,existing_credit_paid,education,6288,below_100,between_1_4,4,M_single,None,4,no_property,42,None,free,1,official,1,0,1,0
no_account,24,critical_account,car_used,6842,unknown,between_1_4,2,M_single,None,4,life_insurance  ,46,None,own,2,management,2,1,1,1
no_account,12,existing_credit_paid,car_new,3527,unknown,below_1,2,M_single,None,3,life_insurance  ,45,None,own,1,management,2,1,1,1
no_account,10,existing_credit_paid,car_new,1546,below_100,between_1_4,3,M_single,None,2,real_estate ,31,None,own,1,unskilled,2,0,0,1
no_account,24,existing_credit_paid,furniture_equipment,929,unknown,between_4_7,4,M_single,None,2,other,31,stores,own,1,official,1,1,1,1
no_account,4,critical_account,car_new,1455,below_100,between_4_7,2,M_single,None,1,real_estate ,42,None,own,3,unskilled,2,0,1,1
below_0,15,existing_credit_paid,furniture_equipment,1845,below_100,below_1,4,F_not_single,guarantor,1,life_insurance  ,46,None,rent,1,official,1,0,1,1
0_to_200,48,no_credit_taken,car_new,8358,between_500_1000,below_1,1,F_not_single,None,1,other,30,None,own,2,official,1,0,1,1
below_0,24,all_credit_paid,furniture_equipment,3349,between_500_1000,below_1,4,M_single,None,4,no_property,30,None,free,1,official,2,1,1,0
no_account,12,existing_credit_paid,car_new,2859,unknown,unemployed,4,M_single,None,4,no_property,38,None,own,1,management,1,1,1,1
no_account,18,existing_credit_paid,furniture_equipment,1533,below_100,below_1,4,M_divorced,co_applicant ,1,life_insurance  ,43,None,own,1,unskilled,2,0,1,0
no_account,24,existing_credit_paid,radio_TV,3621,between_100_500,above_7,2,M_single,None,4,other,31,None,own,2,official,1,0,1,0
0_to_200,18,critical_account,business,3590,below_100,unemployed,3,M_divorced,None,3,other,40,None,own,3,unemployed,2,1,1,1
below_0,36,delay_in_paying,business,2145,below_100,between_4_7,2,M_single,None,1,other,24,None,own,2,official,1,1,1,0
0_to_200,24,existing_credit_paid,car_used,4113,between_500_1000,below_1,3,F_not_single,None,4,other,28,None,rent,1,official,1,0,1,0
no_account,36,existing_credit_paid,furniture_equipment,10974,below_100,unemployed,4,F_not_single,None,2,other,26,None,own,2,management,1,1,1,0
below_0,12,existing_credit_paid,car_new,1893,below_100,between_1_4,4,F_not_single,guarantor,4,life_insurance  ,29,None,own,1,official,1,1,1,1
below_0,24,critical_account,radio_TV,1231,above_1000,above_7,4,F_not_single,None,4,life_insurance  ,57,None,rent,2,management,1,1,1,1
above_200,30,critical_account,radio_TV,3656,unknown,above_7,4,M_single,None,4,life_insurance  ,49,stores,own,2,unskilled,1,0,1,1
0_to_200,9,critical_account,radio_TV,1154,below_100,above_7,2,M_single,None,4,real_estate ,37,None,own,3,unskilled,1,0,1,1
below_0,28,existing_credit_paid,car_new,4006,below_100,between_1_4,3,M_single,None,2,other,45,None,own,1,unskilled,1,0,1,0
0_to_200,24,existing_credit_paid,furniture_equipment,3069,between_100_500,above_7,4,M_single,None,4,no_property,30,None,free,1,official,1,0,1,1
no_account,6,critical_account,radio_TV,1740,below_100,above_7,2,M_divorced,None,2,real_estate ,30,None,rent,2,official,1,0,1,1
0_to_200,21,delay_in_paying,car_new,2353,below_100,between_1_4,1,M_divorced,None,4,life_insurance  ,47,None,own,2,official,1,0,1,1
no_account,15,existing_credit_paid,car_new,3556,unknown,between_1_4,3,M_single,None,2,no_property,29,None,own,1,official,1,0,1,1
no_account,24,existing_credit_paid,radio_TV,2397,between_500_1000,above_7,3,M_single,None,2,other,35,bank,own,2,official,1,1,1,0
0_to_200,6,existing_credit_paid,repairs,454,below_100,below_1,3,M_divorced,None,1,life_insurance  ,22,None,own,1,unskilled,1,0,1,1
0_to_200,30,existing_credit_paid,radio_TV,1715,unknown,between_1_4,4,F_not_single,None,1,other,26,None,own,1,official,1,0,1,1
0_to_200,27,critical_account,radio_TV,2520,between_500_1000,between_1_4,4,M_single,None,2,life_insurance  ,23,None,own,2,unskilled,1,0,1,0
no_account,15,existing_credit_paid,radio_TV,3568,below_100,above_7,4,F_not_single,None,2,other,54,bank,rent,1,management,1,1,1,1
no_account,42,existing_credit_paid,radio_TV,7166,unknown,between_4_7,2,M_divorced,None,4,life_insurance  ,29,None,rent,1,official,1,1,1,1
below_0,11,critical_account,car_new,3939,below_100,between_1_4,1,M_single,None,2,real_estate ,40,None,own,2,unskilled,2,0,1,1
0_to_200,15,existing_credit_paid,repairs,1514,between_100_500,between_1_4,4,M_single,guarantor,2,real_estate ,22,None,own,1,official,1,0,1,1
no_account,24,existing_credit_paid,car_new,7393,below_100,between_1_4,1,M_single,None,4,life_insurance  ,43,None,own,1,unskilled,2,0,1,1
below_0,24,all_credit_paid,car_new,1193,below_100,unemployed,1,F_not_single,co_applicant ,4,no_property,29,None,rent,2,unemployed,1,0,1,0
below_0,60,existing_credit_paid,business,7297,below_100,above_7,4,M_single,co_applicant ,4,no_property,36,None,rent,1,official,1,0,1,0
no_account,30,critical_account,radio_TV,2831,below_100,between_1_4,4,F_not_single,None,2,other,33,None,own,1,official,1,1,1,1
above_200,24,existing_credit_paid,radio_TV,1258,between_500_1000,between_1_4,3,F_not_single,None,3,other,57,None,own,1,unskilled,1,0,1,1
0_to_200,6,existing_credit_paid,radio_TV,753,below_100,between_1_4,2,F_not_single,guarantor,3,real_estate ,64,None,own,1,official,1,0,1,1
0_to_200,18,delay_in_paying,business,2427,unknown,above_7,4,M_single,None,2,life_insurance  ,42,None,own,2,official,1,0,1,1
no_account,24,delay_in_paying,car_new,2538,below_100,above_7,4,M_single,None,4,other,47,None,own,2,unskilled,2,0,1,0
0_to_200,15,all_credit_paid,car_new,1264,between_100_500,between_1_4,2,M_divorced,None,2,life_insurance  ,25,None,rent,1,official,1,0,1,0
0_to_200,30,critical_account,furniture_equipment,8386,below_100,between_4_7,2,M_single,None,2,life_insurance  ,49,None,own,1,official,1,0,1,0
no_account,48,existing_credit_paid,business,4844,below_100,unemployed,3,M_single,None,2,other,33,bank,rent,1,management,1,1,1,0
above_200,21,existing_credit_paid,car_new,2923,between_100_500,between_1_4,1,F_not_single,None,1,other,28,bank,own,1,management,1,1,1,1
below_0,36,existing_credit_paid,car_used,8229,below_100,between_1_4,2,M_single,None,2,life_insurance  ,26,None,own,1,official,2,0,1,0
no_account,24,critical_account,furniture_equipment,2028,below_100,between_4_7,2,M_single,None,2,life_insurance  ,30,None,own,2,unskilled,1,0,1,1
below_0,15,critical_account,furniture_equipment,1433,below_100,between_1_4,4,F_not_single,None,3,life_insurance  ,25,None,rent,2,official,1,0,1,1
above_200,42,no_credit_taken,business,6289,below_100,below_1,2,M_divorced,None,1,life_insurance  ,33,None,own,2,official,1,0,1,1
no_account,13,existing_credit_paid,radio_TV,1409,between_100_500,unemployed,2,F_not_single,None,4,real_estate ,64,None,own,1,official,1,0,1,1
below_0,24,existing_credit_paid,car_used,6579,below_100,unemployed,4,M_single,None,2,no_property,29,None,free,1,management,1,1,1,1
0_to_200,24,critical_account,radio_TV,1743,below_100,above_7,4,M_single,None,2,life_insurance  ,48,None,own,2,unskilled,1,0,1,1
no_account,12,critical_account,education,3565,unknown,below_1,2,M_single,None,1,life_insurance  ,37,None,own,2,unskilled,2,0,1,1
no_account,15,all_credit_paid,radio_TV,1569,between_100_500,above_7,4,M_single,None,4,other,34,bank,own,1,unskilled,2,0,1,1
below_0,18,existing_credit_paid,radio_TV,1936,unknown,between_4_7,2,M_divorced,None,4,other,23,None,rent,2,unskilled,1,0,1,1
below_0,36,existing_credit_paid,furniture_equipment,3959,below_100,unemployed,4,M_single,None,3,life_insurance  ,30,None,own,1,management,1,1,1,1
no_account,12,existing_credit_paid,car_new,2390,unknown,above_7,4,M_single,None,3,other,50,None,own,1,official,1,1,1,1
no_account,12,existing_credit_paid,furniture_equipment,1736,below_100,between_4_7,3,F_not_single,None,4,real_estate ,31,None,own,1,unskilled,1,0,1,1
below_0,30,existing_credit_paid,car_used,3857,below_100,between_1_4,4,M_divorced,None,4,life_insurance  ,40,None,own,1,management,1,1,1,1
no_account,12,existing_credit_paid,radio_TV,804,below_100,above_7,4,M_single,None,4,other,38,None,own,1,official,1,0,1,1
below_0,45,existing_credit_paid,radio_TV,1845,below_100,between_1_4,4,M_single,None,4,no_property,23,None,free,1,official,1,1,1,0
0_to_200,45,critical_account,car_used,4576,between_100_500,unemployed,3,M_single,None,4,other,27,None,own,1,official,1,0,1,1
